symbol,price,timestamp
AMZN,3170.66,1614585957.359891500
AAPL,130.19,1614585957.359891500
AAPL,130.05,1614585957.359891500
AMZN,3171.49,1614585957.360892000
AAPL,130.02,1614585957.360892000
TSLA,659.74,1614585957.361891200
AAPL,131.93,1614585957.363894500
AMZN,3171.74,1614585957.365895800
AMZN,3170.54,1614585957.365895800
AMZN,3170.30,1614585957.365895800
TSLA,658.77,1614585957.367891200
TSLA,659.01,1614585957.367891200
AMZN,3171.77,1614585957.367891200
AMZN,3171.86,1614585957.367891200
TSLA,658.38,1614585957.368892400
AMZN,3171.99,1614585957.370889700
TSLA,658.54,1614585957.371891500
AMZN,3170.85,1614585957.373892800
TSLA,659.02,1614585957.373892800
AMZN,3171.23,1614585957.374891900
AAPL,131.85,1614585957.375894500
AAPL,131.11,1614585957.375894500
AAPL,130.06,1614585957.376892300
AAPL,130.14,1614585957.376892300
AMZN,3171.31,1614585957.377892400
AMZN,3171.12,1614585957.377892400
AMZN,3170.61,1614585957.378890200
AAPL,131.17,1614585957.378890200
AAPL,131.86,1614585957.378890200
AMZN,3170.44,1614585957.378890200
AAPL,130.06,1614585957.378890200
AMZN,3170.79,1614585957.380892600
TSLA,658.81,1614585957.380892600
AMZN,0.00,1614585957.381893400
TSLA,658.91,1614585957.381893400
TSLA,659.15,1614585957.382891100
AMZN,3170.01,1614585957.382891100
AAPL,131.10,1614585957.382891100
TSLA,658.70,1614585957.383890200
AMZN,3170.92,1614585957.383890200
AMZN,3171.34,1614585957.384891500
AAPL,130.81,1614585957.384891500
TSLA,659.26,1614585957.384891500
TSLA,658.50,1614585957.385891500
AAPL,130.57,1614585957.386893300
TSLA,658.45,1614585957.386893300
AAPL,130.78,1614585957.387893900
TSLA,659.08,1614585957.387893900
AAPL,130.13,1614585957.388892000
TSLA,659.72,1614585957.388892000
AAPL,0.00,1614585957.388892000
AAPL,130.99,1614585957.388892000
AAPL,130.44,1614585957.389890500
AAPL,130.32,1614585957.389890500
AMZN,3170.13,1614585957.389890500
TSLA,659.46,1614585957.390891400
AAPL,131.80,1614585957.390891400
AAPL,131.67,1614585957.392891200
AMZN,3170.84,1614585957.393890600
AMZN,3170.02,1614585957.393890600
AMZN,3171.17,1614585957.394890600
AAPL,130.69,1614585957.394890600
TSLA,658.92,1614585957.394890600
AAPL,130.21,1614585957.394890600
TSLA,659.53,1614585957.394890600
AMZN,3171.74,1614585957.395891500
AAPL,130.64,1614585957.396890600
AAPL,130.18,1614585957.397893300
AMZN,0.00,1614585957.399889100
AMZN,3170.22,1614585957.399889100
TSLA,658.67,1614585957.399889100
AAPL,131.92,1614585957.400889200
TSLA,659.01,1614585957.400889200
TSLA,658.55,1614585957.401891900
AMZN,3170.27,1614585957.402891000
AAPL,131.54,1614585957.402891000
AMZN,3170.58,1614585957.403889700
TSLA,658.55,1614585957.403889700
TSLA,658.53,1614585957.404890600
AAPL,131.05,1614585957.404890600
TSLA,658.65,1614585957.417892300
AAPL,131.97,1614585957.417892300
TSLA,658.32,1614585957.418890500
TSLA,659.18,1614585957.420892500
AAPL,131.18,1614585957.420892500
TSLA,659.63,1614585957.421891300
TSLA,658.98,1614585957.422894900
AAPL,131.76,1614585957.422894900
AAPL,130.89,1614585957.426890900
AMZN,0.00,1614585957.431892700
AMZN,3170.87,1614585957.433889500
AAPL,130.75,1614585957.440891000
TSLA,658.97,1614585957.441893000
TSLA,658.73,1614585957.441893000
AMZN,3171.36,1614585957.442892800
AAPL,130.31,1614585957.442892800
TSLA,659.88,1614585957.443891800
AAPL,130.62,1614585957.443891800
TSLA,659.94,1614585957.443891800
TSLA,659.46,1614585957.444891000
TSLA,659.16,1614585957.444891000
AMZN,3170.74,1614585957.445892800
AAPL,131.61,1614585957.445892800
AAPL,130.92,1614585957.446891900
AMZN,3170.86,1614585957.446891900
AAPL,131.32,1614585957.447890000
TSLA,659.69,1614585957.447890000
TSLA,659.25,1614585957.447890000
AAPL,130.50,1614585957.447890000
AAPL,130.32,1614585957.452898700
TSLA,658.97,1614585957.452898700
TSLA,658.77,1614585957.453893000
AMZN,3171.52,1614585957.453893000
AMZN,3170.67,1614585957.453893000
TSLA,658.38,1614585957.453893000
AAPL,130.66,1614585957.454892600
AMZN,3171.29,1614585957.454892600
AAPL,131.74,1614585957.455891200
TSLA,658.27,1614585957.455891200
AAPL,130.26,1614585957.455891200
AMZN,3171.57,1614585957.456894400
TSLA,658.25,1614585957.456894400
TSLA,659.83,1614585957.456894400
AMZN,3171.62,1614585957.460891000
TSLA,658.14,1614585957.460891000
AAPL,130.86,1614585957.461892200
AAPL,130.98,1614585957.462895800
AMZN,3171.00,1614585957.462895800
AMZN,3171.73,1614585957.463891500
TSLA,658.13,1614585957.464890600
AMZN,3171.92,1614585957.471891600
TSLA,658.86,1614585957.472891600
AAPL,131.05,1614585957.472891600
TSLA,658.08,1614585957.472891600
TSLA,658.53,1614585957.473890500
AMZN,3171.92,1614585957.473890500
AAPL,131.26,1614585957.474891100
AAPL,131.51,1614585957.474891100
AAPL,130.82,1614585957.474891100
AMZN,3171.90,1614585957.475892300
AAPL,0.00,1614585957.476889800
AMZN,3170.90,1614585957.477888900
AAPL,130.51,1614585957.477888900
TSLA,658.86,1614585957.477888900
AAPL,130.84,1614585957.491891200
AAPL,131.71,1614585957.492890100
AAPL,130.18,1614585957.492890100
TSLA,658.32,1614585957.493889900
AAPL,131.15,1614585957.493889900
AAPL,130.89,1614585957.494891200
AMZN,3170.21,1614585957.494891200
AMZN,3170.68,1614585957.494891200
TSLA,659.11,1614585957.496892500
TSLA,658.01,1614585957.496892500
AMZN,3170.76,1614585957.496892500
AMZN,3171.95,1614585957.497889000
TSLA,659.42,1614585957.497889000
TSLA,659.08,1614585957.498890800
AMZN,3171.77,1614585957.498890800
TSLA,659.08,1614585957.499890000
AMZN,3171.54,1614585957.501891700
AAPL,130.00,1614585957.503889800
AMZN,3171.42,1614585957.503889800
AMZN,3171.27,1614585957.504888600
TSLA,659.47,1614585957.504888600
TSLA,659.49,1614585957.509895500
AMZN,3171.10,1614585957.509895500
TSLA,659.55,1614585957.509895500
AMZN,3170.87,1614585957.509895500
AMZN,3170.58,1614585957.513897900
TSLA,659.57,1614585957.515892400
AAPL,130.30,1614585957.517892200
AAPL,130.64,1614585957.518891100
TSLA,658.99,1614585957.518891100
AMZN,3171.81,1614585957.519890100
TSLA,658.62,1614585957.519890100
TSLA,658.42,1614585957.520890900
AMZN,3171.14,1614585957.520890900
TSLA,659.08,1614585957.521889400
AAPL,130.97,1614585957.522889600
AMZN,3170.91,1614585957.522889600
AMZN,3170.98,1614585957.523889300
AAPL,131.45,1614585957.523889300
TSLA,659.87,1614585957.524889300
AAPL,131.39,1614585957.524889300
TSLA,658.41,1614585957.524889300
AMZN,3170.92,1614585957.524889300
AMZN,3171.04,1614585957.525889900
AAPL,130.80,1614585957.527892600
AAPL,130.20,1614585957.527892600
AMZN,3171.70,1614585957.530892000
AMZN,3171.48,1614585957.530892000
TSLA,659.60,1614585957.531891400
AMZN,3171.44,1614585957.531891400
TSLA,659.68,1614585957.531891400
AMZN,3171.40,1614585957.531891400
AMZN,3171.24,1614585957.532892100
TSLA,658.14,1614585957.532892100
TSLA,658.64,1614585957.534890800
AMZN,3170.25,1614585957.534890800
AMZN,3170.75,1614585957.536890400
AMZN,3170.35,1614585957.536890400
AAPL,131.26,1614585957.536890400
AMZN,3170.90,1614585957.536890400
TSLA,658.08,1614585957.537890800
AMZN,3170.07,1614585957.537890800
TSLA,658.08,1614585957.537890800
TSLA,0.00,1614585957.538893000
AAPL,131.61,1614585957.538893000
TSLA,659.58,1614585957.538893000
AAPL,131.77,1614585957.538893000
AMZN,3170.15,1614585957.539890000
TSLA,659.28,1614585957.539890000
AAPL,130.86,1614585957.540890100
AMZN,3170.25,1614585957.540890100
TSLA,659.81,1614585957.540890100
AAPL,131.68,1614585957.541890600
TSLA,658.06,1614585957.542891300
AAPL,130.88,1614585957.542891300
TSLA,659.13,1614585957.543892100
AMZN,3171.22,1614585957.543892100
AMZN,3170.93,1614585957.543892100
AAPL,131.85,1614585957.544891700
TSLA,659.82,1614585957.544891700
AAPL,131.57,1614585957.545894200
TSLA,659.58,1614585957.546891400
AAPL,130.90,1614585957.546891400
AMZN,3170.86,1614585957.546891400
AAPL,130.75,1614585957.547891100
TSLA,658.44,1614585957.547891100
TSLA,658.14,1614585957.548891200
AAPL,130.96,1614585957.548891200
TSLA,658.45,1614585957.548891200
AAPL,131.92,1614585957.549891800
AAPL,130.06,1614585957.549891800
TSLA,659.09,1614585957.549891800
AMZN,3171.24,1614585957.551898800
AMZN,3171.42,1614585957.551898800
AMZN,3170.26,1614585957.551898800
AMZN,3170.57,1614585957.551898800
TSLA,659.54,1614585957.553893900
AAPL,131.96,1614585957.553893900
AAPL,131.99,1614585957.554897500
AMZN,3171.96,1614585957.554897500
TSLA,659.07,1614585957.554897500
AMZN,3171.87,1614585957.555893900
AAPL,130.66,1614585957.555893900
AAPL,131.58,1614585957.556895000
TSLA,659.38,1614585957.558894000
AMZN,3170.31,1614585957.560892600
TSLA,659.16,1614585957.560892600
AAPL,130.30,1614585957.560892600
AAPL,130.60,1614585957.560892600
AMZN,3170.25,1614585957.561894900
AAPL,130.19,1614585957.561894900
AMZN,3170.35,1614585957.562892400
AMZN,3170.75,1614585957.563892700
AAPL,130.76,1614585957.564892900
TSLA,658.95,1614585957.564892900
AAPL,131.23,1614585957.564892900
TSLA,659.39,1614585957.565893300
AAPL,0.00,1614585957.566892400
TSLA,658.78,1614585957.567891400
AAPL,130.66,1614585957.567891400
AMZN,3171.20,1614585957.567891400
AMZN,3171.95,1614585957.568893100
TSLA,658.43,1614585957.568893100
AMZN,3170.30,1614585957.569891300
TSLA,659.40,1614585957.570892100
TSLA,659.41,1614585957.571890400
TSLA,658.35,1614585957.571890400
TSLA,658.34,1614585957.572894500
AMZN,3171.55,1614585957.573892600
AAPL,130.88,1614585957.573892600
TSLA,659.97,1614585957.574896000
AMZN,3170.72,1614585957.574896000
TSLA,659.83,1614585957.574896000
AAPL,130.48,1614585957.575897500
AAPL,131.64,1614585957.575897500
AAPL,131.65,1614585957.575897500
TSLA,659.57,1614585957.575897500
AAPL,131.95,1614585957.576894200
TSLA,658.68,1614585957.576894200
AMZN,3171.85,1614585957.576894200
AMZN,3171.98,1614585957.576894200
TSLA,658.20,1614585957.576894200
AAPL,131.58,1614585957.577895300
AAPL,130.39,1614585957.577895300
AAPL,131.59,1614585957.577895300
AAPL,131.52,1614585957.578896700
AMZN,3171.34,1614585957.578896700
AMZN,3170.14,1614585957.579902200
TSLA,659.67,1614585957.582892200
TSLA,659.80,1614585957.583891200
TSLA,659.72,1614585957.583891200
TSLA,659.53,1614585957.584891900
TSLA,659.87,1614585957.585892100
AAPL,131.45,1614585957.586891000
TSLA,659.20,1614585957.586891000
TSLA,658.10,1614585957.586891000
AMZN,3170.70,1614585957.587894200
AAPL,131.64,1614585957.587894200
TSLA,658.09,1614585957.588891600
AMZN,3170.92,1614585957.589891700
AAPL,131.67,1614585957.589891700
TSLA,658.49,1614585957.591891200
AMZN,3170.45,1614585957.591891200
AMZN,3170.46,1614585957.591891200
TSLA,0.00,1614585957.592889700
AMZN,3171.02,1614585957.592889700
AAPL,131.46,1614585957.592889700
AMZN,3171.65,1614585957.592889700
AMZN,3170.32,1614585957.595890500
AAPL,131.23,1614585957.595890500
TSLA,658.84,1614585957.595890500
AMZN,3171.52,1614585957.596893300
AAPL,131.92,1614585957.596893300
AAPL,130.73,1614585957.597891800
AMZN,3171.76,1614585957.597891800
AMZN,3171.64,1614585957.597891800
AAPL,130.41,1614585957.597891800
AAPL,130.30,1614585957.598893300
AMZN,3170.66,1614585957.598893300
AMZN,3171.43,1614585957.599892600
AMZN,3170.15,1614585957.599892600
AAPL,130.41,1614585957.599892600
TSLA,659.69,1614585957.599892600
AAPL,130.14,1614585957.600890700
AMZN,3170.48,1614585957.601889900
TSLA,658.36,1614585957.601889900
TSLA,658.33,1614585957.602891700
TSLA,658.25,1614585957.602891700
AAPL,131.57,1614585957.603890700
AMZN,3170.01,1614585957.603890700
AAPL,130.24,1614585957.604890800
TSLA,658.54,1614585957.605890100
AAPL,130.09,1614585957.605890100
TSLA,658.06,1614585957.605890100
AMZN,3170.30,1614585957.605890100
AAPL,130.97,1614585957.606891200
TSLA,658.03,1614585957.606891200
TSLA,658.27,1614585957.607890600
AAPL,131.74,1614585957.607890600
TSLA,659.20,1614585957.608891200
AMZN,3170.64,1614585957.608891200
TSLA,659.73,1614585957.610891700
TSLA,659.32,1614585957.611891300
AAPL,130.20,1614585957.611891300
TSLA,658.93,1614585957.611891300
AMZN,0.00,1614585957.612891200
AAPL,131.58,1614585957.612891200
TSLA,659.35,1614585957.612891200
TSLA,658.71,1614585957.612891200
AMZN,3170.67,1614585957.613892100
TSLA,659.57,1614585957.615890300
TSLA,658.44,1614585957.616893600
AMZN,3170.78,1614585957.616893600
TSLA,658.29,1614585957.617890600
TSLA,658.51,1614585957.618890400
AMZN,3170.69,1614585957.619891200
AAPL,130.78,1614585957.620894600
AMZN,3171.55,1614585957.621895600
AMZN,3170.37,1614585957.621895600
TSLA,659.14,1614585957.621895600
TSLA,659.66,1614585957.623890400
AMZN,3171.47,1614585957.623890400
TSLA,659.45,1614585957.624895500
TSLA,659.67,1614585957.624895500
AMZN,3170.70,1614585957.625891200
AAPL,131.35,1614585957.625891200
AMZN,3170.83,1614585957.626892100
AMZN,3170.12,1614585957.627892100
TSLA,659.82,1614585957.629891400
TSLA,659.60,1614585957.630891200
AAPL,131.79,1614585957.631890900
TSLA,658.55,1614585957.631890900
TSLA,659.44,1614585957.632890700
AAPL,131.96,1614585957.632890700
AAPL,131.78,1614585957.634891100
AAPL,130.83,1614585957.635889200
AMZN,0.00,1614585957.635889200
AMZN,3170.12,1614585957.635889200
TSLA,659.35,1614585957.635889200
TSLA,659.39,1614585957.636890600
TSLA,658.63,1614585957.637890800
TSLA,658.54,1614585957.637890800
TSLA,659.72,1614585957.638893100
AAPL,130.52,1614585957.639890600
AMZN,3170.90,1614585957.639890600
AAPL,130.51,1614585957.640891900
TSLA,659.27,1614585957.642893200
AMZN,3170.82,1614585957.642893200
AMZN,3170.76,1614585957.643891300
AAPL,130.62,1614585957.643891300
AMZN,3170.39,1614585957.645889900
AAPL,130.63,1614585957.646890400
AAPL,131.58,1614585957.646890400
TSLA,658.28,1614585957.646890400
TSLA,658.42,1614585957.647890400
AAPL,131.69,1614585957.647890400
TSLA,659.14,1614585957.647890400
AMZN,3171.98,1614585957.648891000
TSLA,658.15,1614585957.648891000
AAPL,131.38,1614585957.649890000
AMZN,3170.38,1614585957.650890900
TSLA,658.86,1614585957.650890900
AAPL,131.90,1614585957.652890000
AAPL,131.12,1614585957.652890000
AMZN,3171.62,1614585957.653890500
AAPL,130.97,1614585957.653890500
TSLA,659.30,1614585957.654891500
AAPL,130.71,1614585957.655890800
TSLA,658.91,1614585957.655890800
AMZN,3171.15,1614585957.655890800
TSLA,659.76,1614585957.656892600
TSLA,658.84,1614585957.657892200
TSLA,659.04,1614585957.657892200
TSLA,659.48,1614585957.657892200
AMZN,3170.93,1614585957.658894300
AMZN,3171.43,1614585957.659893700
AMZN,3170.88,1614585957.660892700
TSLA,658.35,1614585957.662894200
TSLA,658.80,1614585957.662894200
TSLA,659.29,1614585957.664889700
AAPL,131.79,1614585957.664889700
AAPL,131.00,1614585957.665890100
AMZN,3170.83,1614585957.666890200
AMZN,3171.52,1614585957.666890200
TSLA,658.92,1614585957.667890000
TSLA,659.85,1614585957.667890000
AMZN,3171.58,1614585957.668889900
AAPL,131.70,1614585957.668889900
AAPL,131.24,1614585957.669890900
TSLA,658.47,1614585957.671889500
AAPL,131.80,1614585957.673890700
AAPL,131.54,1614585957.673890700
AAPL,130.07,1614585957.673890700
AAPL,131.82,1614585957.673890700
TSLA,660.00,1614585957.674891600
AAPL,131.55,1614585957.675890800
TSLA,658.42,1614585957.677889300
AAPL,131.35,1614585957.677889300
AAPL,130.95,1614585957.678889400
AMZN,3172.00,1614585957.679890400
AMZN,3171.66,1614585957.683891700
AMZN,3171.41,1614585957.684891800
TSLA,658.10,1614585957.685892600
AAPL,130.69,1614585957.686891400
AMZN,3171.74,1614585957.687894200
TSLA,659.17,1614585957.688892100
AAPL,130.80,1614585957.688892100
TSLA,659.35,1614585957.688892100
AMZN,3171.19,1614585957.689894800
AAPL,131.03,1614585957.689894800
AMZN,3170.95,1614585957.690891200
AMZN,3170.74,1614585957.691888900
AAPL,130.06,1614585957.692890700
AMZN,3170.56,1614585957.694889300
TSLA,658.45,1614585957.694889300
TSLA,658.86,1614585957.695891200
